URN,PoleID,PlateID,SiteLatitude,SiteLongitude,PoleLatitude,PoleLongitude,PaleoLatitude,Declination,Inclination,QSum,OldAge,YoungAge,MeanAge,Alpha95,AuthorYear
560,A2.071,301,48,38,52,145,28,42,46,4,251,244,247.5,3,"Khramov (pole 6.09, 1975)"
561,A2.072,301,48,47,56,146,34,42,53,5,251,244,247.5,12,"Khramov (pole 6.08, 1975)"
562,A2.073,301,48,46,51,151,28,43,47,4,251,244,247.5,1,Irving et al. (1976b: 8.189)
563,A2.074,305,44,7,43,146,4,29,9,6,251,244,247.5,5,Biquand (1977)
564,A2.075,301,58,46,53,158,34,42,53,5,251,244,247.5,4,"Khramov (pole 6.43B, 1975)"
565,A2.076,303,58,-6,50,138,22,24,39,2,299,200,249.5,9,Storetvedt & Steel (1977)
566,A2.077,305,44,6,51,161,7,16,15,6,271,251,261,4,Merabet & Daly (1986)
567,A2.078,305,44,7,50,143,12,27,22,5,284,251,267.5,4,Zijderveld (1975)
568,A2.079,305,44,7,52,144,13,26,25,5,284,251,267.5,3,Van den Ende (1977)
569,A2.080,304,43,-2,40,126,5,37,11,0,284,251,267.5,7,Van der Voo & Boessenkool (1973)
570,A2.081,301,56,50,51,166,29,40,48,5,260,251,255.5,4,Irving et al. (1976a: 7.288)
571,A2.082,301,56,51,43,169,22,44,39,4,266,257,261.5,2,Irving et al. (1976a: 7.289)
572,A2.083,301,56,52,47,171,25,41,43,4,271,266,268.5,6,Irving et al. (1976a: 7.246)
573,A2.084,309,78,16,31,140,24,51,41,2,303,251,277,14,Jelenska (1987)
574,A2.085,305,44,3,47,156,4,18,8,3,284,271,277.5,5,Kruseman (1962)
575,A2.086,305,44,3,49,154,6,19,13,5,284,271,277.5,1,Merabet & Guillaume (1988)
576,A2.087,301,61,13,54,172,26,14,45,4,299,271,285,11,Bylund (1974)
577,A2.088,305,47,7,47,168,5,13,11,4,299,271,285,4,Roche et al. (1962)
578,A2.089,305,50,14,40,164,4,23,8,5,299,271,285,4,Krs (1968)
579,A2.090,301,49,38,40,166,10,38,20,5,299,271,285,4,Irving et al. (1976: 7.236)
580,A2.091,315,51,-4,48,163,10,9,19,4,299,271,285,10,Cornwell (1967)
581,A2.092,315,51,-4,50,149,14,17,26,5,299,271,285,4,Zijderveld (1967)
582,A2.093,315,50,8,46,167,8,15,15,3,299,271,285,13,Nijenhuis (1961)
583,A2.094,305,51,11,42,160,7,23,13,4,299,271,285,6,Mauritsch & Rother (1983)
584,A2.095,305,51,11,37,170,0,17,0,4,299,271,285,7,Mauritsch & Rother (1983)
585,A2.096,301,60,11,47,157,21,24,37,5,299,271,285,1,Van Everdingen (1960)
586,A2.097,305,50,20,43,165,8,25,16,4,299,271,285,8,Birkenmajer & Nairn (1964)
587,A2.098,305,51,16,43,175,6,15,11,3,299,271,285,10,Birkenmajer et al. (1968)
588,A2.099,301,59,13,46,165,17,20,32,5,299,271,285,7,Thorning & Abrahamsen (1980)
589,A2.1.174,313,58,-3,5,151,-24,28,-41,2,444,410,427,5,Watts & Briden (1984)
590,A2.1.175,303,57,-6,15,167,-18,7,-33,6,422,417,419.5,8,Turnell (1985)
591,A2.1.176,313,54,-10,28,154,-7,14,-13,5,428,423,425.5,10,Smethurst & Briden (1988)
592,A2.1.177,313,58,-2,21,178,-11,0,-21,3,444,419,431.5,5,Torsvik (1985a)
593,A2.1.178,303,57,-5,16,168,-17,7,-31,2,444,411,427.5,19,Kneen (1973)
594,A2.1.179,303,57,-5,27,167,-6,7,-11,3,444,411,427.5,6,Torsvik (1984)
595,A2.1.180,303,58,-4,23,175,-9,1,-18,3,444,411,427.5,6,Torsviket al.  (1983)
596,A2.1.181,303,58,-5,18,147,-11,27,-20,3,444,416,430,8,Turnell & Briden (1983)
597,A2.1.182,303,58,-5,16,168,-16,7,-29,4,444,392,418,6,Esang & Piper (1984b)
598,A2.1.183,303,58,-5,16,141,-11,33,-21,3,444,416,430,8,Turnell & Briden (1983)
599,A2.1.184,303,58,-5,16,148,-13,27,-24,3,444,416,430,5,Turnell & Briden (1983)
600,A2.1.185,313,54,-10,-3,143,-34,33,-54,1,431,425,428,31,Morris et al. (1973)
601,A2.1.186,303,57,-6,21,164,-12,10,-22,3,462,416,439,5,Torsvik (1984)
602,A2.1.187,303,58,-5,10,-171,-21,345,-38,5,445,422,433.5,7,Turnell & Briden (1983)
603,A2.1.188,303,58,-5,15,168,-17,7,-31,5,453,422,437.5,10,Esang & Piper (1984b)
604,A2.1.189,303,58,-5,17,166,-15,9,-28,5,453,422,437.5,6,Esang & Piper (1984b)
605,A2.1.190,313,54,-10,31,169,-5,1,-10,2,461,416,438.5,4,Deutsch & Storetvedt (1988)
606,A2.1.191,303,58,-5,24,178,-8,357,-16,3,461,428,444.5,8,Turnell & Briden (1983)
607,A2.1.192,303,58,-4,4,178,-28,358,-47,3,461,428,444.5,16,Turnell & Briden (1983)
608,A2.1.193,313,58,-3,8,178,-24,359,-42,4,451,450,450.5,14,Watts & Briden (1984)
609,A2.1.194,313,57,-3,3,-158,-27,332,-45,4,466,444,455,7,Watts (1985b)
610,A2.1.195,313,56,-6,28,-162,-4,339,-7,2,488,444,466,12,Stupavsky et al (1982)
611,A2.1.196,315,53,-3,12,-153,-20,329,-36,3,466,444,455,8,Piper (1978a)
612,A2.1.197,313,57,-3,16,-148,-11,326,-22,3,488,461,474.5,8,Watts & Briden (1984)
613,A2.100,301,59,13,57,175,27,11,45,3,299,271,285,21,Thorning & Abrahamsen (1980)
614,A2.101,305,44,4,53,151,11,20,21,4,299,271,285,2,Evans & Maillol (1986)
615,A2.102,305,44,3,42,169,-3,10,-6,5,299,284,291.5,2,Merabet & Guillaume (1988)
616,A2.103,305,44,4,44,170,-1,10,-2,3,299,284,291.5,8,Kruseman (1962)
617,A2.104,305,44,3,49,161,5,14,10,4,299,284,291.5,17,Cogne et al. (1990)
618,A2.105,305,44,3,43,-167,-3,353,-5,0,299,284,291.5,21,Cogne et al. (1990)
619,A2.106,301,59,13,56,162,28,19,46,3,299,271,285,29,Thorning & Abrahamsen (1980)
620,A2.107,309,79,15,36,141,29,49,48,0,320,251,285.5,10,Vincenz & Jelenska (1985)
621,A2.108,305,47,6,41,172,-1,11,-2,4,318,271,294.5,5,Thompson et al. (1986)
622,A2.109,313,56,-3,38,174,4,2,8,2,318,284,301,5,Torsvik et al. (1989)
623,A2.110,301,58,9,43,160,14,21,26,3,303,290,296.5,7,Halvorsen (1972)
624,A2.111,305,49,7,42,168,3,14,5,3,303,290,296.5,19,Westphal (1972)
625,A2.112,315,50,7,41,169,2,13,5,3,303,290,296.5,16,Berthold et al. (1975)
626,A2.113,305,48,8,48,175,7,9,13,4,303,290,296.5,6,Konrad & Nairn (1972)
627,A2.114,301,58,8,39,161,10,21,19,5,303,290,296.5,3,Halvorsen (1970)
628,A2.115,301,58,14,31,174,1,17,1,5,300,292,296,2,Mulder (1971)
629,A2.116,301,59,13,38,166,10,21,19,5,300,292,296,5,Mulder (1971)
630,A2.117,301,56,14,37,174,5,16,9,5,300,292,296,7,Mulder (1971)
631,A2.118,313,58,-2,41,162,10,12,19,4,320,269,294.5,1,Torsvik (1985a)
632,A2.119,301,63,8,32,174,6,12,11,4,311,300,305.5,2,Sturt & Torsvik (1987)
633,A2.120,301,56,14,38,168,7,20,13,5,318,299,308.5,7,Bylund (1974)
634,A2.121,301,56,39,43,170,17,35,32,4,303,299,301,5,Irving et al. (1976a: 6.245)
635,A2.122,301,48,38,46,176,11,28,21,4,303,299,301,4,Irving et al. (1976a: 6.246)
636,A2.123,305,50,14,39,163,3,24,6,5,316,299,307.5,9, Krs 1968
637,A2.124,305,51,16,43,174,6,16,12,4,316,299,307.5,14,Birkenmajer et al. (1968)
638,A2.125,301,61,13,38,164,12,23,23,4,308,288,298,7,Smith & Piper (1979)
639,A2.126,305,51,16,42,166,7,22,13,6,311,290,300.5,17,Halvorsen et al. (1989)
640,A2.127,303,56,-7,44,161,11,9,20,4,308,300,304,5,Storetvedt & Gidskehaug (1969)
641,A2.128,315,55,-2,49,169,14,6,27,3,313,305,309,3,Tarling et al. (1973)
642,A2.129,305,51,16,39,-179,1,12,2,6,311,307,309,11,Westphal et al. (1987)
643,A2.130,315,53,-5,35,175,-2,0,-4,5,321,316,318.5,5,Esang & Piper (1984a)
644,A2.131,313,56,-3,18,161,-15,16,-28,7,359,318,338.5,8,Wilson & Everitt (1963)
645,A2.132,313,56,-3,14,152,-17,25,-31,6,359,318,338.5,7,Torsvik et al. (1989)
646,A2.133,309,78,16,27,153,18,40,33,4,359,318,338.5,12,Watts (1985a)
647,A2.134,315,51,-3,32,158,-5,16,-11,4,392,341,366.5,10,Morris et al. (1973)
648,A2.135,301,52,58,20,141,20,83,36,4,385,359,372,8,Irving et al. (1976a: 6.254)
649,A2.136,301,58,33,32,161,10,43,19,4,385,359,372,7,Irving et al. (1976a: 5.120)
650,A2.137,301,53,59,33,170,15,54,28,4,385,359,372,3,Irving et al. (1976a: 5.153)
651,A2.138,303,59,-3,24,150,-4,25,-8,3,396,370,383,9,Storetvedt & Petersen (1972)
652,A2.139,303,58,-5,21,134,-4,38,-8,6,396,370,383,3,Storetvedt & Torsvik (1985)
653,A2.140,301,52,59,31,156,20,65,36,3,392,385,388.5,10,Irving et al. (1976a: 5.126)
654,A2.141,303,57,-5,30,147,0,24,0,3,398,385,391.5,29,Kneen (1973)
655,A2.142,313,58,-3,27,149,-2,25,-4,4,398,385,391.5,6,Storetvedt & Torsvik (1983)
656,A2.143,303,51,20,24,142,1,51,1,3,407,385,396,6,Lewandowski et al. (1987)
657,A2.144,313,58,-3,24,161,-7,15,-14,5,411,392,401.5,6,Storhaug & Storetvedt (1985)
658,A2.145,315,53,-3,32,166,-4,9,-9,2,407,385,396,15,Piper (1978b)
659,A2.146,301,61,13,21,170,-6,22,-12,0,422,343,382.5,12,Bylund & Zellman (1981)
660,A2.147,303,59,-3,14,154,-15,23,-28,4,415,398,406.5,4,Storetvedt & Meland (1985)
661,A2.148,309,79,15,12,135,6,58,13,5,416,402,409,10,Jelenska & Lewandowski (1986)
662,A2.149,303,59,-3,8,167,-23,11,-40,5,420,402,411,8,Robinson (1985)
663,A2.150,303,59,-3,-2,147,-28,35,-47,5,420,402,411,14,Morris et al. (1973)
664,A2.151,313,56,-2,-4,141,-30,44,-49,5,418,395,406.5,13,Thorning (1974)
665,A2.152,313,57,-3,4,140,-22,40,-39,6,418,407,412.5,6,Sallomy & Piper (1973)
666,A2.153,510,40,30,6,128,-2,80,-4,2,423,398,410.5,6,Irving et al. (1976a: 4.55)
667,A2.154,303,57,-6,6,133,-19,44,-34,4,423,398,410.5,6,Watts (1982)
668,A2.155,313,56,-5,5,146,-25,32,-42,3,424,399,411.5,24,Briden (1970)
669,A2.156,313,57,-3,-2,138,-27,45,-45,7,423,407,415,3,Torsvik (1985b)
670,A2.157,315,52,-3,-3,118,-21,66,-37,5,419,411,415,13,Chamalaun & Creer (1964)
671,A2.158,301,49,26,4,128,-5,78,-10,4,419,411,415,18,Irving et al. (1976a: 4.50)
672,A2.159,313,56,-4,-6,107,-17,76,-31,4,419,412,415.5,6,Turnell (1985)
673,A2.160,303,57,-6,-2,141,-29,39,-48,5,424,408,416,6,Latham & Briden (1975)
674,A2.161,313,56,-5,8,144,-21,33,-38,5,424,408,416,5,Briden (1970)
675,A2.162,313,54,-10,2,108,-14,66,-27,6,428,411,419.5,4,Smethurst & Briden (1988)
676,A2.163,301,60,11,19,164,-8,26,-16,7,428,416,422,9,Douglass (1988)
677,A2.164,301,58,19,21,166,-6,31,-13,5,428,419,423.5,5,"Claesson (1979 in Piper, 1987)"
678,A2.165,301,61,11,-4,143,-23,53,-40,0,458,451,454.5,25,Perroud et al. (1991a)
679,A2.166,301,58,15,-18,-134,-44,317,-63,7,479,464,471.5,5,Torsvik & Trench (1991b)
680,A2.167,301,58,15,-30,-125,-51,298,-68,6,480,466,473,9,Perroud et al. (1991a)
681,A2.168,301,57,60,16,-176,-4,53,-7,2,488,461,474.5,11,Irving et al. (1976a: 3.60)
682,A2.169,301,54,57,8,-171,-16,50,-30,5,542,524,533,12,Irving et al. (1976a: 2.108)
683,A2.170,315,52,15,-38,-46,-14,225,-27,2,562,503,532.5,13,Prasad & Sharma (1981a)
684,A2.171,301,63,18,8,-88,0,288,0,6,535,528,531.5,9,Piper (1981a)
685,A2.172,301,59,9,-63,-38,-37,205,-57,1,601,524,562.5,3,Poorter (1972)
686,A2.173,301,59,9,-50,-36,-25,210,-43,5,567,547,557,6,Piper (1988b)
687,A2.2.198,313,54,-10,42,-112,27,305,45,3,425,417,421,11,Morris (1976)
688,A2.2.199,313,54,-10,36,-96,31,290,50,2,425,417,421,16,Morris (1976)
689,A2.2.200,313,54,-10,9,-146,-17,314,-31,3,464,461,462.5,20,Deutsch & Somayajulu (1970)
690,A2.2.201,313,55,-5,-12,120,-29,67,-49,4,479,464,471.5,4,Trench et al. (1988)
691,A2.2.202,313,54,-10,-6,122,-28,57,-47,3,493,469,481,16,Robertson (1988)
692,A2.3.203,301,70,23,-5,155,-18,51,-33,4,444,396,420,8,Torsvik et al. (1990b)
693,A2.3.204,301,67,15,14,180,-8,15,-16,2,453,392,422.5,28,"Piper (1974, 1975a)"
694,A2.3.205,301,63,12,19,-135,-4,329,-8,2,431,402,416.5,10,Abrahamsen et al. (1979)
695,A2.3.206,301,63,12,19,128,6,59,12,2,431,402,416.5,12,Abrahamsen et al. (1979)
696,A2.3.207,301,70,23,-31,-94,-38,284,-57,3,547,469,508,11,Torsvik et al. (1990b)
697,A3.001,102,66,-36,73,140,49,2,67,4,102,22,62,8,Beckman (1982)
698,A3.002,102,68,-32,61,165,40,349,59,3,56,51,53.5,4,Schwarz et al. (1979)
699,A3.003,102,70,-25,63,174,44,348,62,4,58,47,52.5,15,Tarling (1967)
700,A3.004,102,70,-25,70,-179,51,346,68,4,58,47,52.5,4,Hailwood (1977)
701,A3.005,102,68,-31,63,-175,44,338,62,4,58,42,50,9,Faller (1975)
702,A3.006,102,68,-31,63,180,43,341,62,4,58,50,54,6,Faller & Soper (1979)
703,A3.007,102,68,-31,68,178,47,344,65,6,58,50,54,4,Faller & Soper (1979)
704,A3.008,102,68,-31,56,-177,37,337,56,5,58,50,54,6,Faller & Soper (1979)
705,A3.009,102,71,-54,55,-151,49,300,66,4,68,55,61.5,11,Tarling & Otulana (1972)
706,A3.010,102,71,-54,62,-169,50,318,68,4,70,66,68,6,Deutsch & Kristjansson (1974)
707,A3.011,102,70,-54,72,-154,61,321,75,6,70,66,68,7,Athavale & Sharma (1975)
708,A3.012,102,61,-47,72,-169,49,337,66,4,167,157,162,5,Piper (1975b)
709,A3.013,102,61,-48,56,168,30,338,50,5,168,160,164,6,Fahrig & Freda (1975)
710,A3.014,102,72,-23,34,103,22,47,40,4,246,207,226.5,5,Reeve et al. (1974)
711,A3.015,102,72,-24,35,-176,19,336,34,0,251,246,248.5,7,Athavale & Sharma (1974)
712,A3.016,102,72,-23,49,158,31,359,50,0,251,246,248.5,10,Athavale & Sharma (1974)
713,A3.017,102,72,-23,-1,122,-16,37,-29,3,445,359,402,11,Stearns et al. (1989)
714,A3.018,102,67,-53,10,-138,11,269,22,5,591,524,557.5,13,Piper (1981b)
715,A3.019,102,67,-53,3,-145,2,273,4,4,562,542,552,5,Piper (1981b)
716,A4.1.001,715,32,13,86,152,29,3,48,4,5,1,3,3,Schult & Soffel (1973)
717,A4.1.002,715,30,31,68,102,35,26,54,5,30,23,26.5,10,Ressetar et al. (1981)
718,A4.1.003,716,9,39,81,168,3,7,7,3,34,5,19.5,6,Brock et al. (1970)
719,A4.1.004,716,10,39,87,-106,8,358,15,2,34,5,19.5,11,Grasty (1964)
720,A4.1.005,709,12,43,76,135,11,14,22,3,34,5,19.5,9,Pouchan & Roche (1971)
721,A4.1.006,712,1,34,76,-164,-12,4,-24,2,56,24,40,10,Raja & Vise (1973)
722,A4.1.007,715,32,13,86,152,29,3,48,4,50,31,40.5,3,Schult & Soffel (1973)
723,A4.1.008,715,28,29,84,139,26,6,44,5,47,34,40.5,6,Schult et al. (1981)
724,A4.1.009,715,30,30,69,-172,10,8,20,3,56,34,45,6,Hussain et al. (1979)
725,A4.1.010,715,24,35,82,-135,16,359,30,4,68,58,63,9,Saradeth et al. (1989)
726,A4.1.011,714,29,-11,68,-136,15,341,28,5,100,35,67.5,0,Storetvedt et al(1979)
727,A4.1.012,715,19,33,56,-82,3,330,5,5,81,59,70,11,Saradeth et al. (1989)
728,A4.1.013,701,-33,21,85,-117,-37,356,-56,2,74,61,67.5,0,Duncan et al. (1978)
729,A4.1.014,503,22,39,63,-129,-4,355,-9,4,70,64,67,13,Yousif & Beckman(1981)
730,A4.1.015,715,26,34,63,-108,4,344,8,5,95,60,77.5,3,Ressetar et al. (1981)
731,A4.1.016,714,15,-23,57,-125,6,328,12,2,126,37,81.5,6,Storetvedt&Lovlie(1983)
732,A4.1.017,715,23,30,68,-91,11,341,21,4,99,64,81.5,13,Hussain & Aziz (1983)
733,A4.1.018,714,28,-11,72,-109,24,340,42,5,99,64,81.5,8,Storetvedt etal(1978c)
734,A4.1.019,715,24,35,61,-122,-3,349,-6,4,97,70,83.5,8,Ressetar et al. (1981)
735,A4.1.020,715,25,34,59,-94,4,336,9,5,94,85,89.5,13,Ressetar et al. (1981)
736,A4.1.021,715,24,33,75,-157,9,3,18,2,137,42,89.5,11,El Shazly & Krs (1973)
737,A4.1.022,715,25,34,82,-137,17,359,32,0,137,42,89.5,3,Schult etal(1978;1981)
738,A4.1.023,701,-29,25,64,-134,-53,345,-69,5,102,80,91,5,Hargraves (1989)
739,A4.1.024,715,24,34,69,-102,8,345,16,5,102,85,93.5,9,Schult et al. (1981)
740,A4.1.025,715,24,34,64,-142,-2,358,-4,3,110,75,92.5,6,El Shazly & Krs (1973)
741,A4.1.026,715,24,34,76,-132,10,357,20,3,110,75,92.5,18,Ressetar et al. (1981)
742,A4.1.027,714,32,-4,66,-133,15,341,29,2,147,64,105.5,16,Martin et al. (1978)
743,A4.1.028,701,-16,34,62,-100,-34,336,-53,4,112,109,110.5,3,Gough & Opdyke (1963)
744,A4.1.029,701,-20,14,48,-93,-26,315,-44,5,142,126,134,3,Gidskehaug etal(1975)
745,A4.1.030,707,33,-6,46,-102,19,313,35,4,133,110,121.5,15,Westphal et al. (1979)
746,A4.1.031,707,32,-7,75,-133,23,347,40,2,146,100,123,7,Hailwood (1975)
747,A4.1.032,709,-16,36,60,-98,-35,334,-54,3,134,125,129.5,9,Briden (1967)
748,A4.1.033,701,-28,18,48,-90,-32,311,-51,6,147,112,129.5,10,Hargraves (1989)
749,A4.1.034,715,26,32,45,-87,0,322,0,3,192,64,128,43,Hussain et al. (1979)
750,A4.1.035,714,32,-6,53,-98,24,319,42,2,160,129,144.5,22,Hailwood&Mitchell(1971)
751,A4.1.036,701,-26,26,31,-82,-28,293,-46,6,162,147,154.5,6,Hargraves&Onstott(1980)
752,A4.1.037,714,36,10,65,-160,11,356,22,6,165,146,155.5,6,Nairn et al. (1981)
753,A4.1.038,714,9,9,63,-118,-7,339,-15,3,170,142,156,19,Marton & Marton (1976)
754,A4.1.039,701,-24,18,61,-106,-37,330,-57,3,168,159,163.5,7,Gidskehaug et al(1975)
755,A4.1.040,701,-22,31,55,-90,-36,323,-55,5,172,152,162,11,Gough et al. (1964)
756,A4.1.041,304,36,-6,45,-109,17,314,31,6,169,165,167,9,Bardon et al. (1973)
757,A4.1.042,707,33,-6,45,-112,13,316,24,4,169,165,167,11,Westphal et al. (1979)
758,A4.1.043,714,31,-7,69,-105,26,337,44,4,185,162,173.5,14,Bardon et al. (1973)
759,A4.1.044,714,30,-7,62,-115,18,332,34,4,185,162,173.5,6,Hailwood&Mitchell(1971)
760,A4.1.045,714,7,-11,69,-118,1,340,1,5,182,167,174.5,4,Dalrymple et al (1975)
761,A4.1.046,714,8,-13,81,-135,3,352,6,3,195,162,178.5,7,Briden et al. (1971b)
762,A4.1.047,714,21,-13,69,-128,11,341,21,4,182,171,176.5,4,Sichler et al. (1980)
763,A4.1.048,714,20,-13,71,-120,14,341,26,4,182,171,176.5,6,Sichler et al. (1980)
764,A4.1.049,701,-22,31,70,-75,-26,339,-44,5,199,166,182.5,9,Brock (1968)
765,A4.1.050,715,23,29,64,-129,-1,351,-3,2,213,157,185,5,Saradeth et al. (1989)
766,A4.1.051,701,-30,29,71,-91,-38,339,-57,4,196,172,184,15,Van Zijl et al.(1962a)
767,A4.1.052,701,-24,31,65,-105,-40,337,-59,5,196,172,184,13,McElhinny&Jones (1965)
768,A4.1.053,701,-18,30,57,-96,-34,328,-54,3,196,172,184,8,McElhinny et al (1968)
769,A4.1.054,712,-5,30,54,-115,-33,336,-53,2,194,176,185,13,Piper (1972)
770,A4.1.055,707,33,-6,62,-150,9,344,18,2,196,176,186,7,Martin et al. (1978)
771,A4.1.056,707,32,-8,71,-144,18,346,32,3,209,168,188.5,7,Bardon et al. (1973)
772,A4.1.057,701,-16,29,68,-130,-36,350,-56,3,217,176,196.5,5,Opdyke (1964)
773,A4.1.058,701,-19,32,64,-94,-32,335,-52,2,217,183,200,12,Gough & Brock (1964)
774,A4.1.059,707,31,-9,51,-109,18,319,33,3,229,200,214.5,12,Martin et al. (1978)
775,A4.1.060,714,31,-7,77,141,20,7,36,2,251,200,225.5,7,Hailwood (1975)
776,A4.1.061,707,34,-2,79,-84,35,347,54,1,246,229,237.5,4,Daly & Pozzi (1976)
777,A4.1.062,707,34,-2,72,-131,22,345,39,1,246,229,237.5,2,Daly & Pozzi (1976)
778,A4.1.063,707,35,-2,65,-106,26,333,44,1,246,229,237.5,20,Daly & Pozzi (1976)
779,A4.1.064,707,32,-7,72,-105,28,340,47,2,246,229,237.5,8,Hailwood (1975)
780,A4.1.065,707,32,-7,66,-149,12,345,23,2,246,229,237.5,22,Hailwood (1975)
781,A4.1.066,701,-10,18,54,-101,-25,325,-43,3,246,229,237.5,8,Valencio et al. (1978)
782,A4.1.067,709,-4,39,67,-91,-18,342,-34,2,251,237,244,17,McElhinny&Brock (1975)
783,A4.1.068,714,34,10,49,-160,-7,353,-13,1,286,251,268.5,22,Abou-deeb&Tarling(1984)
784,A4.1.069,707,34,-7,24,-116,-1,300,-2,3,299,284,291.5,8,Martin et al. (1978)
785,A4.1.070,707,33,-6,32,-116,3,307,5,5,299,284,291.5,5,Daly & Pozzi (1976)
786,A4.1.071,707,33,-6,39,-123,3,316,5,3,299,284,291.5,5,Daly & Pozzi (1976)
787,A4.1.072,714,31,-3,29,-120,-5,309,-10,5,299,284,291.5,6,Morel et al. (1981)
788,A4.1.073,709,-10,34,27,-91,-36,296,-55,3,299,284,291.5,12,Opdyke (1964)
789,A4.1.074,701,-9,33,46,-140,-53,352,-69,3,303,284,293.5,5,Opdyke (1964)
790,A4.1.075,707,32,-8,36,-122,2,312,4,3,303,284,293.5,20,Westphal et al. (1979)
791,A4.1.076,701,-14,30,27,-153,-77,12,-83,6,318,299,308.5,11,McElhinny&Opdyke(1968)
792,A4.1.077,707,33,-1,28,-122,-7,310,-14,2,328,293,310.5,13,Abou-deeb&Tarling(1984)
793,A4.1.078,716,16,33,42,-124,-28,341,-47,0,415,318,366.5,8,Soffel et al. (1990)
794,A4.1.079,714,26,0,25,-125,-16,309,-30,4,328,316,322,4,Conrad&Westphal (1975)
795,A4.1.080,714,26,1,25,-125,-17,310,-32,4,328,312,320,4,Daly & Irving (1983)
796,A4.1.081,707,33,-8,8,-123,-16,291,-30,4,345,326,335.5,6,Martin et al. (1978)
797,A4.1.082,714,31,6,25,-159,-32,344,-52,5,359,345,352,1,Aifa et al. (1990)
798,A4.1.083,714,31,-5,1,-155,-47,313,-65,0,416,138,277,12,Hailwood (1974)
799,A4.1.084,714,31,6,19,-160,-38,343,-58,6,375,359,367,4,Aifa et al. (1990)
800,A4.1.085,701,-34,19,-10,-165,-46,174,-64,4,398,385,391.5,7,Bachtadse et al(1987b)
801,A4.1.086,714,18,-12,35,-136,-15,315,-28,2,428,392,410,5,Kent et al. (1984)
802,A4.1.087,714,19,8,43,-171,-28,359,-47,5,420,410,415,6,Hargraves et al (1987)
803,A4.1.088,701,-33,20,-25,163,-22,144,-39,5,461,423,442,18,Bachtadse et al(1987b)
804,A4.1.089,715,18,33,-40,150,-32,126,-51,6,466,438,452,9,Bachtadse&Briden(1989)
805,A4.1.090,701,-24,17,-51,172,-12,164,-23,2,484,449,466.5,20,Kroner et al. (1980)
806,A4.1.091,701,-34,18,-28,-166,-28,176,-47,6,488,466,477,9,Bachtadse et al(1987b)
807,A4.1.092,714,32,6,-53,-154,-65,209,-77,3,506,466,486,3,Bucur (1971)
808,A4.1.093,709,-16,35,-28,165,-25,132,-42,5,509,470,489.5,2,Briden (1968b)
809,A4.1.094,715,25,35,-86,13,-21,182,-38,3,530,463,496.5,6,Davies et al. (1980)
810,A4.1.095,715,27,33,-87,124,-27,177,-46,3,530,469,499.5,5,Davies et al. (1980)
811,A4.1.096,715,23,30,-89,-38,-23,181,-40,3,552,449,500.5,12,Abdullah et al. (1984)
812,A4.1.097,701,-15,27,-14,156,-32,117,-51,3,519,485,502,34,Brock (1967)
813,A4.1.098,701,-27,18,3,154,-42,112,-61,4,552,469,510.5,10,Kroner et al. (1980)
814,A4.1.099,714,30,-7,-47,-138,-49,231,-66,0,530,497,513.5,7,Daly & Pozzi (1977b)
815,A4.1.100,714,32,-4,14,-129,-20,302,-36,0,524,506,515,6,Khattach et al. (1991)
816,A4.1.101,701,-18,14,-13,90,17,98,32,4,577,469,523,16,McWilliams&Kroener(1981)
817,A4.1.102,701,-27,17,-5,91,17,87,31,4,591,503,547,14,Kroner et al. (1980)
818,A4.1.103,707,31,-9,-29,63,-1,124,-2,0,581,520,550.5,21,Martin et al. (1978)
819,A4.1.104,701,-18,29,-2,172,-48,115,-66,2,591,524,557.5,18,Reid (1968)
820,A4.2.105,201,-18,-39,59,54,-17,33,-31,4,49,44,46.5,6,Pacca &Valencio (1972)
821,A4.2.106,202,-32,-65,77,-162,-33,345,-52,3,66,56,61,6,Linares&Valencio(1975)
822,A4.2.107,291,-30,-71,84,-115,-26,355,-44,2,97,34,65.5,12,Palmer et al. (1980)
823,A4.2.108,291,-37,-71,74,-115,-25,348,-43,3,89,46,67.5,5,Vilas&Valencio (1978a)
824,A4.2.109,291,-46,-72,79,178,-49,344,-66,6,77,61,69,6,Butler et al. (1991)
825,A4.2.110,201,-22,-47,81,53,-23,10,-41,4,86,66,76,11,Opdyke&MacDonald(1973)
826,A4.2.111,202,-33,-65,70,-135,-24,339,-42,4,100,66,83,12,Valencio et al. (1983)
827,A4.2.112,201,-9,-35,88,135,-11,0,-21,3,101,84,92.5,5,Schult&Guerreiro(1980)
828,A4.2.113,291,-30,-71,82,72,-36,6,-56,0,112,66,89,8,Palmer et al. (1980)
829,A4.2.114,202,-26,-66,85,42,-27,5,-46,4,114,74,94,8,Valencio et al.(1977a)
830,A4.2.115,202,-32,-64,87,-116,-30,357,-49,3,125,100,112.5,5,Vilas (1976)
831,A4.2.116,201,-30,-71,77,13,-28,15,-47,0,134,100,117,6,Palmer et al. (1980)
832,A4.2.117,201,-7,-42,84,-99,-4,355,-7,4,130,111,120.5,3,Schult&Guerreiro(1979)
833,A4.2.118,202,-32,-64,81,-166,-33,349,-53,3,130,123,126.5,10,Valencio (1972)
834,A4.2.119,202,-29,-50,85,-65,-24,359,-42,4,146,114,130,4,Pacca & Hiodo (1976)
835,A4.2.120,202,-32,-64,72,-155,-31,339,-50,5,132,125,128.5,6,Mendia (1978)
836,A4.2.121,202,-30,-67,88,-34,-28,1,-47,3,127,100,113.5,9,Valencio & Vilas(1976)
